time,bat,temp,DO,Q 
1460968140,+3.45, +8.539, +8.514,+0.987
1460969040,+3.45, +8.483, +8.525,+0.988
1460969940,+3.45, +8.417, +8.514,+0.987
1460970840,+3.45, +8.389, +8.486,+0.987
1460971740,+3.45, +8.323, +8.468,+0.987
1460972640,+3.45, +8.257, +8.466,+0.987
1460973540,+3.45, +8.163, +8.469,+0.987
1460974440,+3.45, +8.125, +8.464,+0.988
1460975340,+3.45, +8.078, +8.440,+0.987
1460976240,+3.45, +8.031, +8.431,+0.987
1460977140,+3.45, +7.927, +8.443,+0.988
1460978040,+3.45, +7.889, +8.416,+0.987
1460978940,+3.45, +7.813, +8.417,+0.987
1460979840,+3.45, +7.756, +8.425,+0.988
1460980740,+3.45, +7.690, +8.416,+0.988
1460981640,+3.45, +7.642, +8.408,+0.987
1460982540,+3.45, +7.576, +8.402,+0.987
1460983440,+3.45, +7.509, +8.410,+0.988
1460984340,+3.45, +7.461, +8.391,+0.988
1460985240,+3.45, +7.452, +8.364,+0.988
1460986140,+3.44, +7.366, +8.441,+0.988
1460987040,+3.45, +7.289, +8.439,+0.988
1460987940,+3.44, +7.261, +8.434,+0.988
1460988840,+3.44, +7.203, +8.429,+0.988
1460989740,+3.44, +7.184, +8.416,+0.988
1460990640,+3.44, +7.165, +8.413,+0.987
1460991540,+3.44, +7.127, +8.426,+0.987
1460992440,+3.44, +7.098, +8.433,+0.987
1460993340,+3.44, +7.031, +8.465,+0.988
1460994240,+3.44, +7.002, +8.448,+0.988
1460995140,+3.44, +6.954, +8.428,+0.987
1460996040,+3.44, +6.925, +8.445,+0.988
1460996940,+3.44, +6.886, +8.439,+0.987
1460997840,+3.44, +6.857, +8.438,+0.988
1460998740,+3.44, +6.857, +8.449,+0.988
1460999640,+3.44, +6.848, +8.457,+0.988
1461000540,+3.44, +6.828, +8.478,+0.988
1461001440,+3.44, +6.800, +8.501,+0.988
1461002340,+3.44, +6.790, +8.511,+0.988
1461003240,+3.44, +6.800, +8.540,+0.988
1461004140,+3.44, +6.819, +8.509,+0.988
1461005040,+3.44, +6.838, +8.522,+0.988
1461005940,+3.44, +6.838, +8.576,+0.988
1461006840,+3.44, +6.896, +8.587,+0.989
1461007740,+3.44, +6.906, +8.599,+0.988
1461008640,+3.44, +6.934, +8.616,+0.988
1461009540,+3.44, +6.954, +8.632,+0.988
1461010440,+3.44, +6.973, +8.645,+0.988
1461011340,+3.44, +6.954, +8.670,+0.987
1461012240,+3.44, +6.963, +8.716,+0.988
1461013140,+3.44, +6.992, +8.705,+0.987
1461014040,+3.44, +6.983, +8.701,+0.987
1461014940,+3.44, +6.963, +8.731,+0.987
1461015840,+3.44, +6.954, +8.744,+0.987
1461016740,+3.44, +6.934, +8.762,+0.988
1461017640,+3.44, +6.934, +8.755,+0.987
1461018540,+3.44, +6.906, +8.780,+0.987
1461019440,+3.44, +6.906, +8.824,+0.988
1461020340,+3.44, +6.886, +8.853,+0.988
1461021240,+3.44, +6.915, +8.848,+0.987
1461022140,+3.44, +6.915, +8.888,+0.987
1461023040,+3.44, +6.896, +8.909,+0.987
1461023940,+3.44, +6.896, +8.915,+0.987
1461024840,+3.44, +6.886, +8.941,+0.987
1461025740,+3.44, +6.857, +8.978,+0.988
1461026640,+3.44, +6.838, +8.984,+0.988
1461027540,+3.44, +6.819, +8.992,+0.988
1461028440,+3.44, +6.790, +8.987,+0.987
1461029340,+3.44, +6.761, +9.009,+0.988
1461030240,+3.44, +6.732, +8.994,+0.988
1461031140,+3.44, +6.693, +9.004,+0.987
1461032040,+3.44, +6.645, +9.018,+0.988
1461032940,+3.44, +6.577, +9.015,+0.987
1461033840,+3.44, +6.548, +9.031,+0.988
1461034740,+3.44, +6.519, +9.014,+0.988
1461035640,+3.44, +6.432, +9.033,+0.987
1461036540,+3.43, +6.403, +9.035,+0.987
1461037440,+3.44, +6.354, +9.044,+0.988
1461038340,+3.43, +6.325, +9.043,+0.988
1461039240,+3.43, +6.286, +9.026,+0.987
1461040140,+3.44, +6.257, +9.053,+0.988
1461041040,+3.43, +6.179, +9.058,+0.988
1461041940,+3.43, +6.120, +9.060,+0.988
1461042840,+3.43, +6.091, +9.039,+0.988
1461043740,+3.43, +6.042, +9.021,+0.988
1461044640,+3.43, +5.964, +9.037,+0.988
1461045540,+3.43, +5.895, +9.027,+0.987
1461046440,+3.43, +5.866, +8.995,+0.988
1461047340,+3.43, +5.836, +8.970,+0.988
1461048240,+3.43, +5.797, +8.972,+0.988
1461049140,+3.43, +5.689, +8.926,+0.988
1461050040,+3.43, +5.679, +8.917,+0.987
1461050940,+3.43, +5.620, +8.943,+0.988
1461051840,+3.43, +5.581, +8.938,+0.988
1461052740,+3.43, +5.531, +8.937,+0.987
1461053640,+3.43, +5.472, +8.937,+0.987
1461054540,+3.43, +5.452, +8.929,+0.987
1461055440,+3.43, +5.383, +8.937,+0.988
1461056340,+3.43, +5.343, +8.924,+0.988
1461057240,+3.43, +5.333, +8.925,+0.988
1461058140,+3.43, +5.274, +8.922,+0.988
1461059040,+3.43, +5.214, +8.901,+0.988
1461059940,+3.43, +5.195, +8.902,+0.988
1461060840,+3.43, +5.165, +8.892,+0.988
1461061740,+3.43, +5.115, +8.893,+0.988
1461062640,+3.43, +5.065, +8.894,+0.988
1461063540,+3.43, +5.025, +8.861,+0.987
1461064440,+3.43, +4.976, +8.874,+0.988
1461065340,+3.43, +4.916, +8.876,+0.988
1461066240,+3.43, +4.916, +8.850,+0.987
1461067140,+3.43, +4.866, +8.874,+0.988
1461068040,+3.43, +4.836, +8.864,+0.989
1461068940,+3.43, +4.826, +8.858,+0.988
1461069840,+3.43, +4.796, +8.882,+0.989
1461070740,+3.43, +4.776, +8.853,+0.988
1461071640,+3.43, +4.716, +8.897,+0.988
1461072540,+3.43, +4.716, +8.893,+0.988
1461073440,+3.42, +4.766, +8.888,+0.988
1461074340,+3.43, +4.756, +8.904,+0.988
1461075240,+3.43, +4.796, +8.904,+0.988
1461076140,+3.42, +4.816, +8.907,+0.987
1461077040,+3.43, +4.856, +8.914,+0.988
1461077940,+3.43, +4.866, +8.935,+0.988
1461078840,+3.43, +4.936, +8.959,+0.989
1461079740,+3.42, +5.016, +8.948,+0.988
1461080640,+3.42, +5.035, +8.961,+0.988
1461081540,+3.42, +5.145, +8.967,+0.988
1461082440,+3.42, +5.195, +8.982,+0.988
1461083340,+3.43, +5.274, +9.010,+0.988
1461084240,+3.43, +5.373, +9.016,+0.988
1461085140,+3.43, +5.492, +9.033,+0.989
1461086040,+3.43, +5.581, +9.035,+0.988
1461086940,+3.43, +5.728, +9.037,+0.987
1461087840,+3.43, +5.885, +9.082,+0.989
1461088740,+3.43, +5.974, +9.088,+0.988
1461089640,+3.43, +6.081, +9.145,+0.988
1461090540,+3.43, +6.208, +9.164,+0.988
1461091440,+3.43, +6.296, +9.204,+0.988
1461092340,+3.43, +6.451, +9.215,+0.988
1461093240,+3.43, +6.529, +9.250,+0.988
1461094140,+3.43, +6.616, +9.277,+0.988
1461095040,+3.43, +6.693, +9.294,+0.987
1461095940,+3.43, +6.780, +9.319,+0.987
1461096840,+3.43, +6.819, +9.342,+0.987
1461097740,+3.43, +6.886, +9.367,+0.987
1461098640,+3.43, +6.934, +9.383,+0.988
1461099540,+3.43, +6.963, +9.394,+0.987
1461100440,+3.43, +7.002, +9.417,+0.988
1461101340,+3.43, +7.040, +9.426,+0.988
1461102240,+3.43, +7.069, +9.444,+0.987
1461103140,+3.43, +7.127, +9.443,+0.987
1461104040,+3.43, +7.146, +9.474,+0.987
1461104940,+3.43, +7.222, +9.475,+0.988
1461105840,+3.43, +7.222, +9.497,+0.988
1461106740,+3.43, +7.261, +9.488,+0.987
1461107640,+3.43, +7.261, +9.503,+0.987
1461108540,+3.43, +7.261, +9.503,+0.987
1461109440,+3.43, +7.251, +9.514,+0.987
1461110340,+3.43, +7.242, +9.505,+0.987
1461111240,+3.43, +7.232, +9.503,+0.987
1461112140,+3.43, +7.261, +9.473,+0.986
1461113040,+3.43, +7.289, +9.448,+0.987
1461113940,+3.43, +7.232, +9.468,+0.987
1461114840,+3.44, +7.213, +9.452,+0.987
1461115740,+3.43, +7.213, +9.438,+0.988
1461116640,+3.44, +7.203, +9.414,+0.987
1461117540,+3.44, +7.165, +9.393,+0.987
1461118440,+3.44, +7.146, +9.373,+0.987
1461119340,+3.43, +7.146, +9.343,+0.987
1461120240,+3.44, +7.107, +9.339,+0.987
1461121140,+3.44, +7.107, +9.304,+0.987
1461122040,+3.44, +7.098, +9.279,+0.987
1461122940,+3.44, +7.069, +9.247,+0.987
1461123840,+3.44, +7.021, +9.245,+0.986
1461124740,+3.44, +7.021, +9.228,+0.988
1461125640,+3.44, +6.992, +9.197,+0.987
1461126540,+3.44, +7.002, +9.167,+0.987
1461127440,+3.44, +6.963, +9.126,+0.986
1461128340,+3.44, +6.973, +9.119,+0.988
1461129240,+3.44, +6.944, +9.080,+0.988
1461130140,+3.44, +6.954, +9.040,+0.987
1461131040,+3.44, +6.915, +9.017,+0.987
1461131940,+3.44, +6.867, +9.012,+0.988
1461132840,+3.44, +6.877, +8.960,+0.987
1461133740,+3.44, +6.877, +8.922,+0.988
1461134640,+3.44, +6.828, +8.888,+0.987
1461135540,+3.44, +6.809, +8.877,+0.988
1461136440,+3.44, +6.809, +8.840,+0.988
1461137340,+3.44, +6.771, +8.822,+0.988
1461138240,+3.44, +6.771, +8.782,+0.987
1461139140,+3.44, +6.732, +8.757,+0.987
1461140040,+3.44, +6.742, +8.733,+0.987
1461140940,+3.44, +6.713, +8.717,+0.988
1461141840,+3.44, +6.703, +8.696,+0.988
1461142740,+3.44, +6.693, +8.662,+0.987
1461143640,+3.44, +6.674, +8.659,+0.988
1461144540,+3.44, +6.684, +8.617,+0.988
1461145440,+3.44, +6.664, +8.591,+0.988
1461146340,+3.44, +6.645, +8.570,+0.988
1461147240,+3.44, +6.645, +8.542,+0.988
1461148140,+3.44, +6.597, +8.541,+0.988
1461149040,+3.44, +6.606, +8.507,+0.988
1461149940,+3.44, +6.568, +8.490,+0.988
1461150840,+3.44, +6.577, +8.463,+0.988
1461151740,+3.44, +6.558, +8.443,+0.988
1461152640,+3.44, +6.548, +8.419,+0.988
1461153540,+3.43, +6.538, +8.387,+0.988
1461154440,+3.44, +6.509, +8.371,+0.988
1461155340,+3.43, +6.509, +8.341,+0.988
1461156240,+3.44, +6.480, +8.326,+0.988
1461157140,+3.43, +6.461, +8.309,+0.988
1461158040,+3.43, +6.461, +8.306,+0.988
1461158940,+3.43, +6.461, +8.272,+0.988
1461159840,+3.43, +6.451, +8.258,+0.988
1461160740,+3.43, +6.432, +8.247,+0.988
1461161640,+3.43, +6.451, +8.232,+0.988
1461162540,+3.43, +6.461, +8.212,+0.988
1461163440,+3.44, +6.451, +8.204,+0.988
1461164340,+3.43, +6.480, +8.180,+0.988
1461165240,+3.43, +6.471, +8.177,+0.988
1461166140,+3.43, +6.480, +8.161,+0.988
1461167040,+3.43, +6.500, +8.160,+0.988
1461167940,+3.44, +6.538, +8.164,+0.988
1461168840,+3.44, +6.606, +8.152,+0.988
1461169740,+3.44, +6.645, +8.158,+0.988
1461170640,+3.44, +6.722, +8.157,+0.988
1461171540,+3.44, +6.771, +8.157,+0.988
1461172440,+3.44, +6.886, +8.158,+0.988
1461173340,+3.44, +6.983, +8.149,+0.988
1461174240,+3.44, +7.098, +8.187,+0.988
1461175140,+3.44, +7.222, +8.180,+0.988
1461176040,+3.44, +7.328, +8.185,+0.988
1461176940,+3.44, +7.452, +8.211,+0.987
1461177840,+3.44, +7.595, +8.236,+0.988
1461178740,+3.44, +7.728, +8.267,+0.988
1461179640,+3.44, +7.870, +8.268,+0.988
1461180540,+3.44, +7.984, +8.293,+0.988
1461181440,+3.44, +8.125, +8.311,+0.987
1461182340,+3.44, +8.295, +8.335,+0.987
1461183240,+3.44, +8.445, +8.369,+0.987
1461184140,+3.44, +8.567, +8.384,+0.987
1461185040,+3.44, +8.707, +8.428,+0.988
1461185940,+3.44, +8.847, +8.439,+0.987
1461186840,+3.44, +8.977, +8.464,+0.987
1461187740,+3.44, +9.098, +8.497,+0.988
1461188640,+3.44, +9.210, +8.488,+0.987
1461189540,+3.44, +9.330, +8.498,+0.987
1461190440,+3.44, +9.413, +8.537,+0.987
1461191340,+3.45, +9.505, +8.568,+0.986
1461192240,+3.45, +9.598, +8.589,+0.987
1461193140,+3.45, +9.662, +8.605,+0.987
1461194040,+3.45, +9.717, +8.612,+0.987
1461194940,+3.45, +9.772, +8.625,+0.987
1461195840,+3.45, +9.809, +8.632,+0.987
1461196740,+3.45, +9.828, +8.645,+0.987
1461197640,+3.45, +9.864, +8.631,+0.986
1461198540,+3.45, +9.855, +8.634,+0.987
1461199440,+3.45, +9.883, +8.628,+0.987
1461200340,+3.45, +9.873, +8.623,+0.987
1461201240,+3.45, +9.837, +8.632,+0.987
1461202140,+3.45, +9.754, +8.630,+0.987
1461203040,+3.45, +9.736, +8.588,+0.986
1461203940,+3.45, +9.708, +8.567,+0.986
1461204840,+3.45, +9.662, +8.557,+0.987
1461205740,+3.45, +9.607, +8.524,+0.987
1461206640,+3.45, +9.552, +8.494,+0.987
1461207540,+3.45, +9.469, +8.460,+0.987
1461208440,+3.45, +9.432, +8.456,+0.988
1461209340,+3.45, +9.348, +8.430,+0.988
1461210240,+3.45, +9.284, +8.384,+0.987
1461211140,+3.45, +9.237, +8.355,+0.987
1461212040,+3.45, +9.163, +8.311,+0.987
1461212940,+3.45, +9.089, +8.274,+0.987
1461213840,+3.45, +9.024, +8.243,+0.987
1461214740,+3.45, +8.977, +8.206,+0.988
1461215640,+3.45, +8.912, +8.163,+0.987
1461216540,+3.45, +8.856, +8.128,+0.987
1461217440,+3.45, +8.828, +8.083,+0.988
1461218340,+3.45, +8.791, +8.032,+0.988
1461219240,+3.45, +8.744, +7.994,+0.987
1461220140,+3.45, +8.688, +7.977,+0.988
1461221040,+3.45, +8.651, +7.921,+0.987
1461221940,+3.45, +8.632, +7.904,+0.987
1461222840,+3.45, +8.576, +7.884,+0.988
1461223740,+3.45, +8.520, +7.866,+0.988
1461224640,+3.45, +8.501, +7.820,+0.988
1461225540,+3.45, +8.464, +7.790,+0.989
1461226440,+3.45, +8.417, +7.764,+0.988
1461227340,+3.45, +8.389, +7.730,+0.988
1461228240,+3.45, +8.351, +7.683,+0.988
1461229140,+3.45, +8.304, +7.649,+0.987
1461230040,+3.45, +8.276, +7.637,+0.988
1461230940,+3.45, +8.238, +7.629,+0.989
1461231840,+3.45, +8.229, +7.582,+0.988
1461232740,+3.45, +8.182, +7.548,+0.987
1461233640,+3.45, +8.116, +7.554,+0.988
1461234540,+3.45, +8.097, +7.518,+0.988
1461235440,+3.45, +8.087, +7.488,+0.988
1461236340,+3.45, +8.050, +7.462,+0.988
1461237240,+3.45, +8.059, +7.421,+0.988
1461238140,+3.45, +8.021, +7.414,+0.988
1461239040,+3.45, +8.021, +7.387,+0.988
1461239940,+3.45, +7.984, +7.374,+0.988
1461240840,+3.45, +7.946, +7.362,+0.988
1461241740,+3.45, +7.946, +7.349,+0.989
1461242640,+3.45, +7.917, +7.329,+0.989
1461243540,+3.45, +7.889, +7.304,+0.988
1461244440,+3.45, +7.879, +7.320,+0.989
1461245340,+3.45, +7.842, +7.309,+0.988
1461246240,+3.45, +7.851, +7.287,+0.988
1461247140,+3.45, +7.851, +7.268,+0.988
1461248040,+3.45, +7.851, +7.266,+0.989
1461248940,+3.45, +7.804, +7.258,+0.988
1461249840,+3.45, +7.823, +7.257,+0.989
1461250740,+3.45, +7.794, +7.250,+0.989
1461251640,+3.45, +7.775, +7.266,+0.989
1461252540,+3.45, +7.766, +7.249,+0.988
1461253440,+3.45, +7.766, +7.253,+0.989
1461254340,+3.45, +7.747, +7.254,+0.988
1461255240,+3.45, +7.728, +7.271,+0.989
1461256140,+3.45, +7.690, +7.285,+0.989
1461257040,+3.44, +7.709, +7.281,+0.988
1461257940,+3.45, +7.699, +7.297,+0.988
1461258840,+3.44, +7.690, +7.310,+0.989
1461259740,+3.44, +7.690, +7.313,+0.988
1461260640,+3.44, +7.680, +7.337,+0.988
1461261540,+3.44, +7.728, +7.341,+0.988
1461262440,+3.44, +7.699, +7.366,+0.988
1461263340,+3.44, +7.699, +7.361,+0.988
1461264240,+3.44, +7.718, +7.375,+0.988
1461265140,+3.45, +7.785, +7.413,+0.988
1461266040,+3.44, +7.794, +7.434,+0.989
1461266940,+3.45, +7.832, +7.444,+0.989
1461267840,+3.44, +7.842, +7.432,+0.988
1461268740,+3.45, +7.842, +7.463,+0.989
1461269640,+3.44, +7.851, +7.492,+0.988
1461270540,+3.44, +7.870, +7.504,+0.989
1461271440,+3.44, +7.889, +7.508,+0.987
1461272340,+3.44, +7.917, +7.528,+0.988
1461273240,+3.44, +7.917, +7.565,+0.988
1461274140,+3.44, +7.898, +7.610,+0.988
1461275040,+3.44, +7.908, +7.624,+0.988
1461275940,+3.44, +7.870, +7.671,+0.988
1461276840,+3.44, +7.870, +7.706,+0.988
1461277740,+3.45, +7.861, +7.719,+0.988
1461278640,+3.44, +7.861, +7.739,+0.988
1461279540,+3.45, +7.823, +7.784,+0.987
1461280440,+3.44, +7.804, +7.814,+0.987
1461281340,+3.44, +7.785, +7.851,+0.988
1461282240,+3.44, +7.747, +7.888,+0.988
1461283140,+3.44, +7.747, +7.907,+0.988
1461284040,+3.44, +7.690, +7.934,+0.987
1461284940,+3.44, +7.690, +7.951,+0.988
1461285840,+3.44, +7.623, +7.991,+0.988
1461286740,+3.44, +7.585, +7.998,+0.988
1461287640,+3.44, +7.519, +8.019,+0.988
1461288540,+3.44, +7.519, +8.021,+0.988
1461289440,+3.44, +7.433, +8.052,+0.989
1461290340,+3.44, +7.423, +8.021,+0.988
1461291240,+3.44, +7.337, +8.044,+0.987
1461292140,+3.44, +7.289, +8.055,+0.988
1461293040,+3.44, +7.222, +8.052,+0.988
1461293940,+3.44, +7.175, +8.054,+0.988
1461294840,+3.44, +7.117, +8.057,+0.988
1461295740,+3.44, +7.031, +8.055,+0.988
1461296640,+3.44, +6.983, +8.035,+0.987
1461297540,+3.44, +6.925, +8.028,+0.987
1461298440,+3.44, +6.838, +8.046,+0.989
1461299340,+3.44, +6.790, +8.013,+0.987
1461300240,+3.44, +6.722, +8.022,+0.987
1461301140,+3.44, +6.693, +8.006,+0.988
1461302040,+3.44, +6.606, +8.002,+0.988
1461302940,+3.44, +6.529, +7.976,+0.987
1461303840,+3.44, +6.490, +7.955,+0.988
1461304740,+3.44, +6.412, +7.965,+0.989
1461305640,+3.44, +6.344, +7.951,+0.989
1461306540,+3.44, +6.266, +7.946,+0.989
1461307440,+3.44, +6.208, +7.929,+0.988
1461308340,+3.44, +6.149, +7.925,+0.988
1461309240,+3.43, +6.062, +7.926,+0.988
1461310140,+3.44, +6.013, +7.913,+0.988
1461311040,+3.44, +5.954, +7.906,+0.988
1461311940,+3.44, +5.876, +7.891,+0.988
1461312840,+3.43, +5.836, +7.884,+0.988
1461313740,+3.44, +5.758, +7.896,+0.989
1461314640,+3.44, +5.679, +7.892,+0.989
1461315540,+3.44, +5.630, +7.885,+0.989
1461316440,+3.43, +5.551, +7.883,+0.989
1461317340,+3.43, +5.521, +7.881,+0.989
1461318240,+3.44, +5.442, +7.885,+0.989
1461319140,+3.43, +5.373, +7.877,+0.988
1461320040,+3.43, +5.333, +7.881,+0.989
1461320940,+3.43, +5.234, +7.875,+0.988
1461321840,+3.43, +5.185, +7.865,+0.988
1461322740,+3.43, +5.095, +7.872,+0.988
1461323640,+3.43, +5.055, +7.878,+0.989
1461324540,+3.43, +4.996, +7.885,+0.988
1461325440,+3.43, +4.906, +7.906,+0.989
1461326340,+3.43, +4.846, +7.904,+0.988
1461327240,+3.43, +4.816, +7.899,+0.989
1461328140,+3.43, +4.786, +7.902,+0.988
1461329040,+3.43, +4.716, +7.932,+0.989
1461329940,+3.43, +4.706, +7.917,+0.988
1461330840,+3.43, +4.716, +7.920,+0.989
1461331740,+3.43, +4.696, +7.949,+0.989
1461332640,+3.43, +4.686, +7.950,+0.989
1461333540,+3.43, +4.686, +7.972,+0.989
1461334440,+3.43, +4.696, +7.982,+0.989
1461335340,+3.43, +4.736, +7.986,+0.989
1461336240,+3.43, +4.766, +7.997,+0.988
1461337140,+3.43, +4.776, +8.025,+0.988
1461338040,+3.43, +4.806, +8.053,+0.988
1461338940,+3.43, +4.866, +8.076,+0.988
1461339840,+3.43, +4.966, +8.099,+0.988
1461340740,+3.43, +5.006, +8.129,+0.988
1461341640,+3.43, +5.085, +8.163,+0.988
1461342540,+3.43, +5.155, +8.199,+0.988
1461343440,+3.43, +5.284, +8.227,+0.989
1461344340,+3.43, +5.353, +8.263,+0.988
1461345240,+3.43, +5.423, +8.297,+0.987
1461346140,+3.43, +5.571, +8.349,+0.989
1461347040,+3.43, +5.669, +8.396,+0.988
1461347940,+3.43, +5.817, +8.417,+0.988
1461348840,+3.43, +5.934, +8.474,+0.988
1461349740,+3.43, +6.071, +8.544,+0.989
1461350640,+3.43, +6.169, +8.549,+0.988
1461351540,+3.43, +6.286, +8.613,+0.988
1461352440,+3.43, +6.403, +8.658,+0.987
1461353340,+3.43, +6.558, +8.726,+0.988
1461354240,+3.43, +6.703, +8.790,+0.988
1461355140,+3.43, +6.819, +8.827,+0.987
1461356040,+3.43, +6.954, +8.876,+0.988
1461356940,+3.43, +7.098, +8.943,+0.988
1461357840,+3.43, +7.213, +8.942,+0.987
1461358740,+3.43, +7.280, +8.992,+0.987
1461359640,+3.43, +7.347, +9.032,+0.987
1461360540,+3.43, +7.433, +9.078,+0.988
1461361440,+3.43, +7.519, +9.107,+0.987
1461362340,+3.43, +7.547, +9.150,+0.987
1461363240,+3.43, +7.576, +9.175,+0.987
1461364140,+3.43, +7.614, +9.212,+0.987
1461365040,+3.43, +7.671, +9.235,+0.988
1461365940,+3.44, +7.690, +9.280,+0.988
1461366840,+3.44, +7.737, +9.293,+0.987
1461367740,+3.44, +7.756, +9.326,+0.987
1461368640,+3.44, +7.794, +9.337,+0.987
1461369540,+3.44, +7.813, +9.356,+0.987
1461370440,+3.44, +7.832, +9.368,+0.987
1461371340,+3.44, +7.794, +9.390,+0.987
1461372240,+3.44, +7.823, +9.380,+0.987
1461373140,+3.44, +7.775, +9.398,+0.987
1461374040,+3.44, +7.785, +9.379,+0.986
1461374940,+3.44, +7.747, +9.389,+0.987
1461375840,+3.44, +7.680, +9.396,+0.987
1461376740,+3.44, +7.652, +9.387,+0.986
1461377640,+3.44, +7.623, +9.386,+0.987
1461378540,+3.44, +7.585, +9.380,+0.987
1461379440,+3.44, +7.566, +9.372,+0.987
1461380340,+3.44, +7.519, +9.341,+0.986
1461381240,+3.44, +7.452, +9.327,+0.987
1461382140,+3.44, +7.423, +9.313,+0.987
1461383040,+3.44, +7.385, +9.268,+0.986
1461383940,+3.44, +7.337, +9.247,+0.987
1461384840,+3.44, +7.289, +9.210,+0.987
1461385740,+3.44, +7.270, +9.184,+0.987
1461386640,+3.44, +7.232, +9.130,+0.986
1461387540,+3.44, +7.203, +9.100,+0.987
1461388440,+3.44, +7.146, +9.084,+0.987
1461389340,+3.44, +7.127, +9.051,+0.988
1461390240,+3.44, +7.079, +8.999,+0.988
1461391140,+3.44, +7.050, +8.967,+0.988
1461392040,+3.44, +7.021, +8.918,+0.987
1461392940,+3.44, +6.983, +8.890,+0.988
1461393840,+3.44, +6.944, +8.863,+0.988
1461394740,+3.44, +6.925, +8.795,+0.987
1461395640,+3.44, +6.877, +8.776,+0.987
1461396540,+3.44, +6.867, +8.734,+0.987
1461397440,+3.44, +6.819, +8.709,+0.987
1461398340,+3.44, +6.800, +8.667,+0.987
1461399240,+3.44, +6.771, +8.643,+0.988
1461400140,+3.44, +6.732, +8.613,+0.988
1461401040,+3.44, +6.684, +8.595,+0.988
1461401940,+3.44, +6.655, +8.553,+0.988
1461402840,+3.44, +6.655, +8.506,+0.987
1461403740,+3.44, +6.597, +8.495,+0.988
1461404640,+3.44, +6.568, +8.455,+0.988
1461405540,+3.44, +6.519, +8.433,+0.988
1461406440,+3.44, +6.500, +8.397,+0.988
1461407340,+3.44, +6.480, +8.370,+0.988
1461408240,+3.44, +6.471, +8.340,+0.988
1461409140,+3.44, +6.412, +8.342,+0.988
1461410040,+3.44, +6.393, +8.298,+0.987
1461410940,+3.44, +6.373, +8.268,+0.988
1461411840,+3.44, +6.325, +8.259,+0.988
1461412740,+3.43, +6.315, +8.236,+0.988
1461413640,+3.43, +6.286, +8.205,+0.988
1461414540,+3.43, +6.276, +8.175,+0.987
1461415440,+3.43, +6.266, +8.167,+0.987
1461416340,+3.43, +6.218, +8.166,+0.988
1461417240,+3.43, +6.208, +8.146,+0.988
1461418140,+3.44, +6.198, +8.135,+0.988
1461419040,+3.43, +6.179, +8.122,+0.988
1461419940,+3.43, +6.169, +8.120,+0.988
1461420840,+3.43, +6.130, +8.098,+0.988
1461421740,+3.43, +6.120, +8.085,+0.988
1461422640,+3.43, +6.130, +8.064,+0.988
1461423540,+3.43, +6.110, +8.075,+0.988
1461424440,+3.43, +6.071, +8.078,+0.989
1461425340,+3.43, +6.042, +8.068,+0.988
1461426240,+3.43, +6.052, +8.064,+0.988
1461427140,+3.43, +6.022, +8.080,+0.989
1461428040,+3.43, +6.013, +8.073,+0.988
1461428940,+3.43, +6.022, +8.066,+0.988
1461429840,+3.43, +5.964, +8.106,+0.989
1461430740,+3.43, +6.003, +8.077,+0.988
1461431640,+3.43, +6.013, +8.127,+0.988
1461432540,+3.43, +6.003, +8.112,+0.988
1461433440,+3.43, +5.993, +8.166,+0.988
1461434340,+3.43, +5.993, +8.162,+0.988
1461435240,+3.43, +6.032, +8.159,+0.988
1461436140,+3.43, +6.022, +8.180,+0.988
1461437040,+3.43, +5.983, +8.167,+0.988
1461437940,+3.43, +5.983, +8.209,+0.989
1461438840,+3.43, +5.993, +8.210,+0.988
1461439740,+3.43, +5.974, +8.254,+0.988
1461440640,+3.43, +5.974, +8.283,+0.988
1461441540,+3.43, +5.934, +8.329,+0.988
1461442440,+3.43, +5.915, +8.346,+0.987
1461443340,+3.43, +5.856, +8.388,+0.988
1461444240,+3.43, +5.885, +8.445,+0.988
1461445140,+3.43, +5.856, +8.499,+0.988
1461446040,+3.43, +5.876, +8.561,+0.988
1461446940,+3.43, +5.876, +8.556,+0.988
1461447840,+3.43, +5.895, +8.597,+0.988
1461448740,+3.43, +5.866, +8.660,+0.988
1461449640,+3.43, +5.934, +8.656,+0.988
1461450540,+3.43, +5.934, +8.699,+0.988
1461451440,+3.43, +5.954, +8.693,+0.988
1461452340,+3.43, +5.944, +8.774,+0.988
1461453240,+3.43, +5.964, +8.736,+0.987
1461454140,+3.43, +5.974, +8.752,+0.987
1461455040,+3.43, +5.964, +8.763,+0.988
1461455940,+3.43, +5.974, +8.742,+0.988
1461456840,+3.43, +5.974, +8.761,+0.988
1461457740,+3.43, +5.983, +8.754,+0.987
1461458640,+3.43, +5.944, +8.781,+0.988
1461459540,+3.43, +5.905, +8.794,+0.987
1461460440,+3.43, +5.895, +8.805,+0.988
1461461340,+3.43, +5.895, +8.823,+0.988
1461462240,+3.43, +5.885, +8.838,+0.988
1461463140,+3.43, +5.836, +8.861,+0.988
1461464040,+3.43, +5.807, +8.879,+0.988
1461464940,+3.43, +5.807, +8.871,+0.987
1461465840,+3.43, +5.787, +8.912,+0.988
1461466740,+3.43, +5.777, +8.915,+0.988
1461467640,+3.43, +5.748, +8.935,+0.988
1461468540,+3.43, +5.689, +8.949,+0.987
1461469440,+3.43, +5.699, +8.941,+0.988
1461470340,+3.43, +5.659, +8.941,+0.987
